CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
650136_351,1,2007-07-01,WIRT,P095039144246,,,Southampton,2017
452823_351,2,2003-10-01,APKN,O081733413857,,,Southampton,2017
187656_351,1,2005-02-01,WOTH,B077334225775,,,Southampton,2017
372141_351,2,2009-02-01,MWBA,C064466674691,,,Southampton,2017
938124_351,1,2002-04-01,APKN,B050583816805,,,Southampton,2017
410432_351,1,2014-03-01,WIRT,B035145126453,,,Southampton,2017
72797_351,2,2013-10-01,BOTH,X024457688242,,,Southampton,2017
406675_351,2,2004-11-01,WROM,R036346093487,,,Southampton,2017
458294_351,2,2003-03-01,BOTH,C017496759362,,,Southampton,2017
367104_351,2,2009-01-01,MWAS,X081777027804,,,Southampton,2017
140446_351,2,2013-11-01,REFU,V068052217828,,,Southampton,2017
999442_351,2,2009-07-01,AOTH,O009306501779,,,Southampton,2017
834703_351,1,2002-10-01,WIRI,B010822663599,,,Southampton,2017
5471_351,1,2002-06-01,BOTH,Z097216145236,,,Southampton,2017
314621_351,1,2009-09-01,REFU,U067299617435,,,Southampton,2017
896055_351,2,2014-11-01,MWBC,G055629539108,,,Southampton,2017
758190_351,2,2012-12-01,WIRT,I026670823721,,,Southampton,2017
413680_351,2,2007-06-01,MWBA,G081742218924,,,Southampton,2017
150621_351,2,2013-06-01,WIRI,N018501233616,,,Southampton,2017
397709_351,2,2009-05-01,MWAS,X049439740360,,,Southampton,2017
132234_351,2,2013-11-01,APKN,K027596846873,,,Southampton,2017
14338_351,2,2001-09-01,WBRI,G059717377133,,,Southampton,2017
571007_351,2,2012-07-01,MWBC,F001177881161,,,Southampton,2017
327755_351,1,2005-08-01,MWBA,P066245598342,,,Southampton,2017
398886_351,1,2003-01-01,ABAN,X038456611676,,,Southampton,2017
411707_351,2,2014-03-01,AIND,G061571882760,,,Southampton,2017
58906_351,1,2003-10-01,CHNE,N094355909986,,,Southampton,2017
810057_351,2,2004-06-01,AIND,I008763696564,,,Southampton,2017
116204_351,1,2011-01-01,WIRT,N040694672699,,,Southampton,2017
753740_351,2,2005-11-01,WOTH,A035767403727,,,Southampton,2017
132609_351,1,2010-04-01,WROM,Y072492878296,,,Southampton,2017
733515_351,2,2007-01-01,BCRB,W084123286169,,,Southampton,2017
377540_351,1,2007-02-01,NOBT,G074664160953,,,Southampton,2017
415672_351,2,2001-10-01,REFU,N030412783361,,,Southampton,2017
587045_351,1,2007-09-01,WOTH,Y055852637801,,,Southampton,2017
808910_351,1,2002-11-01,AIND,W016356303493,,,Southampton,2017
268904_351,2,2005-07-01,MWBA,F016682003648,,,Southampton,2017
399462_351,1,2009-01-01,REFU,J040197771825,,,Southampton,2017
218308_351,1,2003-07-01,MWAS,H063941953271,,,Southampton,2017
580770_351,2,2003-06-01,WIRI,D068281034055,,,Southampton,2017
42168_351,1,2009-03-01,WIRT,D040671807385,,,Southampton,2017
84557_351,1,2014-01-01,MWBC,Q017921166689,,,Southampton,2017
626810_351,1,2012-04-01,MWAS,X041751257812,,,Southampton,2017
313494_351,2,2009-08-01,REFU,E003296978757,,,Southampton,2017
334332_351,1,2009-01-01,MWBC,W023438620052,,,Southampton,2017
67939_351,1,2005-08-01,AOTH,H034983519848,,,Southampton,2017
754825_351,1,2012-03-01,WROM,G089194737629,,,Southampton,2017
476591_351,2,2004-01-01,WROM,V044858742871,,,Southampton,2017
976271_351,2,2003-06-01,NOBT,Z087447151040,,,Southampton,2017
431779_351,1,2013-10-01,REFU,P023505445517,,,Southampton,2017
32995_351,2,2001-12-01,MWBC,M003868482160,,,Southampton,2017
897576_351,1,2004-05-01,MWBA,M062520320709,,,Southampton,2017
952909_351,2,2006-02-01,MWBA,U028020761658,,,Southampton,2017
842538_351,1,2005-07-01,ABAN,O093448051219,,,Southampton,2017
33123_351,1,2004-07-01,MOTH,W081452542281,,,Southampton,2017
293602_351,1,2004-12-01,ABAN,A038396834526,,,Southampton,2017
487087_351,2,2010-04-01,APKN,D004559364186,,,Southampton,2017
443784_351,2,2012-09-01,APKN,N057931364163,,,Southampton,2017
901336_351,2,2003-04-01,NOBT,W053946735399,,,Southampton,2017
733354_351,1,2010-05-01,MWBA,X079798335703,,,Southampton,2017
536278_351,1,2003-01-01,MWBA,K019690983306,,,Southampton,2017
622944_351,1,2001-11-01,WROM,D073731390206,,,Southampton,2017
482687_351,1,2010-08-01,BOTH,C090313001512,,,Southampton,2017
540510_351,2,2008-04-01,NOBT,V033089600481,,,Southampton,2017
375665_351,2,2008-03-01,WIRI,C024623208598,,,Southampton,2017
670580_351,2,2006-12-01,MWBA,L063150258016,,,Southampton,2017
410067_351,2,2001-08-01,WROM,C011484425383,,,Southampton,2017
445403_351,2,2010-01-01,WOTH,X063479184838,,,Southampton,2017
262755_351,2,2001-09-01,APKN,K030781080712,,,Southampton,2017
937131_351,2,2004-02-01,OOTH,A061484436376,,,Southampton,2017
810341_351,2,2008-08-01,BCRB,P056858165481,,,Southampton,2017
409262_351,1,2013-06-01,BCRB,G037341635248,,,Southampton,2017
340113_351,1,2009-11-01,BAFR,P054639397312,,,Southampton,2017
778134_351,2,2007-08-01,MWBC,H054651258185,,,Southampton,2017
926172_351,1,2007-10-01,REFU,V043642873109,,,Southampton,2017
883297_351,2,2014-08-01,REFU,W035239342174,,,Southampton,2017
682326_351,1,2009-04-01,REFU,E026823226191,,,Southampton,2017
632864_351,2,2014-06-01,MWAS,D013660181463,,,Southampton,2017
616135_351,2,2006-04-01,WROM,C064234181146,,,Southampton,2017
805930_351,2,2010-06-01,BCRB,K065651908411,,,Southampton,2017
199447_351,1,2007-11-01,OOTH,X011877375799,,,Southampton,2017
269322_351,1,2009-06-01,REFU,H073740856022,,,Southampton,2017
191761_351,2,2008-03-01,BOTH,Y009857741029,,,Southampton,2017
191772_351,2,2010-10-01,OOTH,Q085358978472,,,Southampton,2017
470487_351,1,2002-09-01,WROM,C070260633646,,,Southampton,2017
502098_351,1,2002-09-01,MWBA,I020961461570,,,Southampton,2017
653592_351,2,2008-09-01,WBRI,I023479197443,,,Southampton,2017
772937_351,2,2014-07-01,BCRB,K029896103067,,,Southampton,2017
133268_351,1,2013-11-01,MWAS,E056410436308,,,Southampton,2017
466374_351,2,2004-02-01,AOTH,U059215581296,,,Southampton,2017
547061_351,1,2001-10-01,CHNE,P043646059853,,,Southampton,2017
648454_351,2,2002-01-01,APKN,N054252613862,,,Southampton,2017
640422_351,2,2014-12-01,MOTH,T028992952677,,,Southampton,2017
175364_351,2,2008-04-01,MOTH,H061900035181,,,Southampton,2017
844042_351,1,2008-09-01,WBRI,A094096434435,,,Southampton,2017
406137_351,2,2005-07-01,BAFR,L064994184273,,,Southampton,2017
416059_351,2,2008-12-01,WBRI,M046586429714,,,Southampton,2017
759946_351,2,2012-07-01,WIRT,E000280698813,,,Southampton,2017
752634_351,1,2004-05-01,OOTH,E048023128263,,,Southampton,2017
722280_351,2,2007-03-01,WBRI,D037559346652,,,Southampton,2017
275306_351,2,2014-08-01,AOTH,P079956163949,,,Southampton,2017
545605_351,1,2007-08-01,WIRT,B056874406412,,,Southampton,2017
707444_351,1,2008-07-01,WROM,I076492384417,,,Southampton,2017
324079_351,1,2001-11-01,MWBA,M016450227467,,,Southampton,2017
347644_351,2,2009-06-01,REFU,S065921442788,,,Southampton,2017
109308_351,1,2011-04-01,BCRB,B037563629037,,,Southampton,2017
117404_351,2,2005-12-01,BAFR,Q070548934450,,,Southampton,2017
891268_351,1,2014-02-01,AOTH,Y067377929673,,,Southampton,2017
969355_351,2,2012-06-01,AIND,P016894374098,,,Southampton,2017
200408_351,1,2013-11-01,APKN,Q051039757845,,,Southampton,2017
695577_351,1,2008-01-01,CHNE,Y018466860022,,,Southampton,2017
257597_351,2,2003-09-01,MWBA,R046079212659,,,Southampton,2017
245329_351,1,2004-11-01,CHNE,Q049279612792,,,Southampton,2017
348574_351,2,2014-06-01,WROM,W060367741596,,,Southampton,2017
21171_351,1,2014-11-01,MWAS,X062110991401,,,Southampton,2017
888599_351,2,2005-10-01,CHNE,S052181278742,,,Southampton,2017
60450_351,2,2004-06-01,ABAN,G093188134986,,,Southampton,2017
10935_351,1,2008-04-01,MWAS,K071664736806,,,Southampton,2017
806422_351,1,2003-10-01,ABAN,J070300566012,,,Southampton,2017
63997_351,1,2009-08-01,MWAS,O083611545308,,,Southampton,2017
194746_351,2,2004-04-01,AIND,Z039564647526,,,Southampton,2017
153501_351,1,2010-01-01,AOTH,O040757408755,,,Southampton,2017
340475_351,2,2003-06-01,MWBA,Z047662577886,,,Southampton,2017
685557_351,1,2002-05-01,MWAS,T013121454537,,,Southampton,2017
536539_351,2,2013-07-01,ABAN,X056500054432,,,Southampton,2017
688515_351,1,2012-04-01,OOTH,T045104584721,,,Southampton,2017
371388_351,1,2012-09-01,MWAS,E092793862463,,,Southampton,2017
836033_351,1,2010-01-01,MWBA,Z012760176801,,,Southampton,2017
932578_351,1,2004-02-01,AOTH,R060809034106,,,Southampton,2017
154733_351,1,2001-09-01,BAFR,W039853355022,,,Southampton,2017
513109_351,2,2008-03-01,MWBC,L037070535354,,,Southampton,2017
464638_351,1,2013-01-01,OOTH,Y009733814483,,,Southampton,2017
852195_351,2,2003-03-01,AOTH,Y056864212297,,,Southampton,2017
498205_351,2,2014-02-01,AOTH,B077282740785,,,Southampton,2017
705088_351,1,2009-01-01,OOTH,W097841413824,,,Southampton,2017
104032_351,2,2009-06-01,WIRT,X059219368443,,,Southampton,2017
582794_351,1,2004-04-01,REFU,N092611664370,,,Southampton,2017
309800_351,1,2009-07-01,BAFR,E092415099370,,,Southampton,2017
501682_351,2,2004-04-01,MWAS,S088838679722,,,Southampton,2017
404888_351,1,2014-09-01,WROM,Z051610276745,,,Southampton,2017
284686_351,2,2007-04-01,AIND,G074923044700,,,Southampton,2017
569273_351,2,2009-09-01,WIRT,Z016871828141,,,Southampton,2017
174618_351,1,2013-03-01,WOTH,T025060264840,,,Southampton,2017
314842_351,2,2014-03-01,WOTH,J079944960499,,,Southampton,2017
584166_351,1,2004-11-01,BAFR,D077015110282,,,Southampton,2017
608146_351,2,2010-10-01,AOTH,B042999805585,,,Southampton,2017
475554_351,2,2012-05-01,ABAN,N019419463884,,,Southampton,2017
350201_351,2,2005-05-01,WIRT,B000100635746,,,Southampton,2017
785958_351,1,2003-10-01,MOTH,F005842737991,,,Southampton,2017
971780_351,1,2005-03-01,MOTH,N011517408993,,,Southampton,2017
148964_351,1,2005-03-01,APKN,T043573385443,,,Southampton,2017
995774_351,2,2003-10-01,CHNE,E015807423031,,,Southampton,2017
91269_351,1,2005-02-01,MWBC,A010184270632,,,Southampton,2017
545378_351,2,2009-12-01,AIND,F046469133804,,,Southampton,2017
645817_351,1,2013-05-01,BCRB,M081311449685,,,Southampton,2017
641077_351,1,2010-05-01,AIND,B015431924855,,,Southampton,2017
933048_351,2,2006-02-01,CHNE,E024982229910,,,Southampton,2017
965158_351,2,2002-12-01,WOTH,L070554271528,,,Southampton,2017
685422_351,2,2001-11-01,MWBA,X074658176586,,,Southampton,2017
516908_351,2,2012-09-01,MWBA,L060845478209,,,Southampton,2017
922655_351,1,2004-12-01,WBRI,A016093693541,,,Southampton,2017
795905_351,1,2012-03-01,MWBC,W021327995709,,,Southampton,2017
658294_351,2,2013-10-01,BCRB,O050419901988,,,Southampton,2017
805039_351,2,2002-09-01,AOTH,Z010200615623,,,Southampton,2017
841260_351,2,2008-05-01,WIRI,Q023745885783,,,Southampton,2017
798682_351,2,2008-06-01,WIRT,V076414039635,,,Southampton,2017
592931_351,1,2008-07-01,AOTH,H051159491969,,,Southampton,2017
541746_351,1,2005-06-01,WROM,R024646544419,,,Southampton,2017
255834_351,1,2004-07-01,MWAS,I089131527880,,,Southampton,2017
382065_351,1,2001-07-01,ABAN,P011072800870,,,Southampton,2017
665598_351,2,2003-10-01,OOTH,P052692611269,,,Southampton,2017
455748_351,1,2012-09-01,MWAS,E035065246726,,,Southampton,2017
758165_351,1,2001-11-01,WOTH,J027424043660,,,Southampton,2017
449197_351,2,2003-06-01,OOTH,L085299487653,,,Southampton,2017
325546_351,1,2011-09-01,APKN,O085509216796,,,Southampton,2017
566762_351,2,2013-03-01,CHNE,K097525442448,,,Southampton,2017
402325_351,1,2012-05-01,AOTH,X051554698384,,,Southampton,2017
228949_351,1,2006-07-01,WIRI,Q076735129765,,,Southampton,2017
862025_351,1,2006-02-01,NOBT,E027195344630,,,Southampton,2017
964433_351,2,2002-06-01,REFU,P004067392411,,,Southampton,2017
770663_351,2,2011-02-01,WIRT,X071118348197,,,Southampton,2017
473333_351,1,2002-07-01,BAFR,Q004114005273,,,Southampton,2017
125817_351,2,2004-11-01,WIRT,D026228949927,,,Southampton,2017
719724_351,2,2001-06-01,NOBT,Q076073728481,,,Southampton,2017
264577_351,1,2004-06-01,WIRT,L068539857786,,,Southampton,2017
892321_351,1,2001-07-01,ABAN,X043319979301,,,Southampton,2017
232206_351,2,2007-02-01,NOBT,L040193293639,,,Southampton,2017
258807_351,1,2005-06-01,WOTH,V046111625129,,,Southampton,2017
893192_351,2,2013-04-01,WOTH,C005172836683,,,Southampton,2017
738810_351,2,2005-05-01,AOTH,P031314245127,,,Southampton,2017
349749_351,2,2010-06-01,BCRB,O042060266007,,,Southampton,2017
548297_351,1,2005-05-01,WOTH,A081182707156,,,Southampton,2017
142442_351,1,2008-12-01,BOTH,F097221214689,,,Southampton,2017
466174_351,1,2007-02-01,WROM,E019404078408,,,Southampton,2017
999568_351,2,2013-01-01,BCRB,L093290557827,,,Southampton,2017
631472_351,2,2008-12-01,MWBC,G042609465569,,,Southampton,2017
455295_351,2,2006-04-01,MWAS,J064128827754,,,Southampton,2017
720500_351,2,2013-12-01,AIND,C005282014947,,,Southampton,2017
141726_351,2,2010-06-01,BAFR,K035176750388,,,Southampton,2017
533349_351,2,2009-11-01,AIND,A082344071798,,,Southampton,2017
736597_351,1,2007-01-01,MWAS,K027864582608,,,Southampton,2017
630709_351,2,2004-02-01,WIRT,X019416708804,,,Southampton,2017
674460_351,1,2011-02-01,MWBC,V012276856397,,,Southampton,2017
167900_351,1,2006-09-01,BOTH,Y013645557231,,,Southampton,2017
372715_351,2,2004-04-01,AIND,M048245073292,,,Southampton,2017
554195_351,1,2006-11-01,AOTH,U011864298243,,,Southampton,2017
795330_351,2,2007-01-01,MOTH,L000183467684,,,Southampton,2017
318029_351,1,2012-05-01,MOTH,B024248863883,,,Southampton,2017
914131_351,1,2011-06-01,WROM,D006522826195,,,Southampton,2017
551368_351,2,2003-08-01,WIRT,E060864906829,,,Southampton,2017
413865_351,1,2012-04-01,CHNE,N008667417873,,,Southampton,2017
655863_351,2,2004-05-01,MWBC,J036432484595,,,Southampton,2017
315893_351,2,2013-04-01,MWBA,M014065440371,,,Southampton,2017
566360_351,1,2005-04-01,WOTH,P039991721868,,,Southampton,2017
820646_351,2,2010-07-01,MOTH,L022237567961,,,Southampton,2017
707216_351,2,2014-08-01,WBRI,T058496648950,,,Southampton,2017
602550_351,1,2004-04-01,MWAS,K049452170068,,,Southampton,2017
463532_351,2,2008-10-01,NOBT,K012836993574,,,Southampton,2017
894558_351,2,2009-10-01,BOTH,O097065314262,,,Southampton,2017
706243_351,2,2013-11-01,BCRB,T055258041098,,,Southampton,2017
21317_351,1,2002-03-01,WIRT,Q051122926127,,,Southampton,2017
850417_351,1,2008-04-01,AIND,T017594403015,,,Southampton,2017
474968_351,2,2001-06-01,MOTH,A072734498178,,,Southampton,2017
696647_351,1,2001-08-01,OOTH,Y080282277082,,,Southampton,2017
535985_351,2,2005-04-01,AOTH,S083424269594,,,Southampton,2017
175632_351,2,2009-03-01,BCRB,Q005408614353,,,Southampton,2017
749182_351,1,2012-07-01,REFU,E070169166808,,,Southampton,2017
143795_351,2,2014-02-01,AOTH,B087686026026,,,Southampton,2017
58126_351,1,2009-03-01,NOBT,X074738095179,,,Southampton,2017
287419_351,2,2007-03-01,BCRB,K032004868358,,,Southampton,2017
539236_351,2,2014-04-01,AOTH,H023242753033,,,Southampton,2017
365965_351,2,2008-05-01,WIRT,J054283793842,,,Southampton,2017
163363_351,1,2006-06-01,REFU,G096237510675,,,Southampton,2017
253973_351,1,2010-02-01,ABAN,Y067162782531,,,Southampton,2017
608903_351,1,2011-09-01,WROM,F070622467964,,,Southampton,2017
704647_351,1,2008-10-01,WBRI,W061854776910,,,Southampton,2017
351446_351,2,2002-06-01,BCRB,F067327591840,,,Southampton,2017
324648_351,2,2004-09-01,MWBC,D011165623556,,,Southampton,2017
876570_351,1,2001-06-01,REFU,P048143208302,,,Southampton,2017
133463_351,1,2006-06-01,WIRT,R031423383716,,,Southampton,2017
418843_351,2,2012-08-01,WIRI,T072349885881,,,Southampton,2017
75533_351,2,2007-07-01,AIND,D054223529956,,,Southampton,2017
795840_351,2,2011-05-01,AOTH,N083461441042,,,Southampton,2017
811634_351,2,2006-10-01,BAFR,G068166105016,,,Southampton,2017
787673_351,2,2014-10-01,BCRB,N091788393157,,,Southampton,2017
796468_351,2,2008-09-01,APKN,R061963261887,,,Southampton,2017
450994_351,2,2011-07-01,WBRI,W024292170175,,,Southampton,2017
182806_351,2,2010-08-01,REFU,J069891615321,,,Southampton,2017
830110_351,1,2014-10-01,WOTH,F030451316873,,,Southampton,2017
198808_351,1,2007-09-01,OOTH,X001642943963,,,Southampton,2017
498098_351,2,2009-11-01,WROM,A039892384440,,,Southampton,2017
346313_351,1,2009-08-01,OOTH,L073868744356,,,Southampton,2017
190570_351,1,2009-03-01,OOTH,J077982230842,,,Southampton,2017
952838_351,1,2008-02-01,MWAS,H063878023757,,,Southampton,2017
884896_351,1,2001-09-01,MWBA,A005882864355,,,Southampton,2017
690544_351,2,2003-06-01,WROM,T076310249410,,,Southampton,2017
178580_351,2,2005-08-01,BCRB,H019232242589,,,Southampton,2017
347993_351,1,2011-01-01,AOTH,F082934670480,,,Southampton,2017
302646_351,2,2001-10-01,CHNE,P002865957555,,,Southampton,2017
65887_351,1,2004-07-01,WBRI,X010422147232,,,Southampton,2017
705855_351,2,2010-07-01,AIND,Y017522551394,,,Southampton,2017
599111_351,1,2003-07-01,MWAS,E068988750418,,,Southampton,2017
149716_351,1,2010-10-01,BOTH,P098141500485,,,Southampton,2017
574199_351,2,2014-08-01,NOBT,G055169705256,,,Southampton,2017
388924_351,2,2010-06-01,CHNE,C026598015488,,,Southampton,2017
574349_351,1,2008-05-01,WROM,L073056887875,,,Southampton,2017
510120_351,2,2014-05-01,WIRT,E091619773230,,,Southampton,2017
876395_351,2,2009-09-01,BAFR,N036463339689,,,Southampton,2017
751691_351,2,2002-10-01,REFU,A082326042138,,,Southampton,2017
891807_351,1,2010-02-01,OOTH,K065135954757,,,Southampton,2017
293756_351,1,2006-11-01,BCRB,C011240969907,,,Southampton,2017
613493_351,2,2003-12-01,WIRT,R092242340371,,,Southampton,2017
843264_351,2,2003-08-01,MWAS,N044225919377,,,Southampton,2017
683742_351,1,2002-07-01,ABAN,N069542476390,,,Southampton,2017
375295_351,1,2011-07-01,WOTH,J056572291728,,,Southampton,2017
40834_351,2,2007-07-01,WROM,O085017469176,,,Southampton,2017
413868_351,2,2014-09-01,WIRI,F049835011958,,,Southampton,2017
553015_351,1,2010-02-01,AOTH,Y098742237170,,,Southampton,2017
622698_351,2,2004-05-01,MWBC,V032190662378,,,Southampton,2017
551858_351,2,2007-06-01,MWBA,G058101544305,,,Southampton,2017
941953_351,1,2013-04-01,AIND,N044825691893,,,Southampton,2017
339734_351,1,2013-03-01,BAFR,H019314539196,,,Southampton,2017
618035_351,2,2004-04-01,ABAN,R033265762734,,,Southampton,2017
420058_351,1,2010-05-01,BOTH,Z041028716768,,,Southampton,2017
589834_351,1,2008-03-01,MWBC,Y051612261203,,,Southampton,2017
490343_351,2,2008-11-01,WIRT,C015290560814,,,Southampton,2017
463968_351,1,2005-10-01,BOTH,C096712533536,,,Southampton,2017
881062_351,2,2003-05-01,CHNE,T016248283428,,,Southampton,2017
67968_351,2,2004-02-01,WBRI,H030193387040,,,Southampton,2017
576621_351,2,2009-10-01,CHNE,H006452922437,,,Southampton,2017
764158_351,2,2002-06-01,WROM,C041310932486,,,Southampton,2017
139880_351,1,2003-01-01,WIRI,L036574794606,,,Southampton,2017
681201_351,1,2005-07-01,NOBT,V050665460645,,,Southampton,2017
162458_351,2,2006-10-01,WIRT,M031843643380,,,Southampton,2017
437835_351,2,2010-11-01,WIRI,U014591697093,,,Southampton,2017
143581_351,2,2001-07-01,MWBA,A013149675710,,,Southampton,2017
86193_351,2,2001-04-01,MWBA,T020196078445,,,Southampton,2017
725736_351,2,2012-09-01,MWBC,G034771014487,,,Southampton,2017
488450_351,1,2009-06-01,BOTH,V072775668265,,,Southampton,2017
982221_351,1,2011-02-01,APKN,N013406108262,,,Southampton,2017
503998_351,1,2004-05-01,WIRT,X002690529987,,,Southampton,2017
473922_351,2,2005-11-01,MWAS,X053626702381,,,Southampton,2017
479416_351,1,2010-07-01,BAFR,X033094933630,,,Southampton,2017
87584_351,2,2003-10-01,WBRI,B057592473480,,,Southampton,2017
687880_351,1,2006-01-01,MWBC,K055077063850,,,Southampton,2017
566158_351,2,2005-02-01,BAFR,G087607177940,,,Southampton,2017
285983_351,2,2004-02-01,REFU,Q006080954852,,,Southampton,2017
289575_351,2,2003-05-01,WBRI,J034317646907,,,Southampton,2017
802698_351,1,2012-04-01,OOTH,Z065464126140,,,Southampton,2017
806849_351,1,2007-10-01,WBRI,T002013792271,,,Southampton,2017
50978_351,1,2006-10-01,REFU,A088900868881,,,Southampton,2017
505295_351,2,2007-05-01,MWBA,B030825756796,,,Southampton,2017
289127_351,2,2002-09-01,MWBA,I097031825860,,,Southampton,2017
118670_351,2,2010-01-01,AOTH,C045887931901,,,Southampton,2017
767563_351,1,2004-01-01,OOTH,F081145254740,,,Southampton,2017
306099_351,2,2006-08-01,WROM,Y021555514182,,,Southampton,2017
236044_351,2,2012-05-01,WIRT,I042853276939,,,Southampton,2017
